ColxCvi_2cell	CvixCol_2cell	unwashed_ColxCvi_8cell	unwashed_CvixCol_8cell	ColxCvi_8cell	CvixCol_8cell	ColxCvi_eg	CvixCol_eg
AT4G06280	0	0	0	0	0	0	0	0
AT4G06285	0	0	0	0	0	0	0	0
AT4G06290	0	0	0	0	0	0	0	0
AT4G06295	0	0	0	0	0	0	0	0
AT4G06300	0	0	0	0	0	0	0	0
AT4G06305	0	0	3.72	0	2.71	0	3.29	0
AT4G06310	9.05	4.03	1.45	0.68	4.82	1.1	1.44	0
AT4G06315	3.7	5.32	8.47	0	0	0	12.56	3.37
AT4G06320	11.2	0	0	0	3.76	0	0	0
AT4G06325	0	0	0	0	0	0	0	0
AT4G06330	0	0	0	0	0	0	0	0
AT4G06335	0	0	0	0	0	0	0	0
AT4G06340	0.19	0	0.22	0.5	2.15	0	0	0
AT4G06345	0	0	0	0	0	0	0	0
AT4G06365	0	0	0	0	0	0	0	0
AT4G06370	0	0	0	0	0	0	0	0
AT4G06375	16.01	17.93	10.12	3.54	5.04	0	0	6.52
AT4G06380	0	0	0	0	0	0	0	0
AT4G06385	0	0	0	1.35	5.42	0	0	0
AT4G06390	0	0	0	0	0	0	0	0
AT4G06395	1.62	5.65	1.17	0	0	0.97	0.87	1.03
AT4G06400	0	0	0	0	0	0	0	0
AT4G06405	0	0	0	0	0	0	0	0
AT4G06410	1.87	0	0.26	0.39	0	0	0	0
AT4G06415	0	0	0	0	0	0	0	0
AT4G06425	0	0	0	0	0	0	0	0
AT4G06430	0	0	0	0	0	0	0	0
AT4G06440	0	0	0	0	0	0	0	1.15
AT4G06445	0	0	0	0	0	0	0	0
AT4G06450	0	0	0	0	0	0	0	0
AT4G06455	0	0	0	0	0	0	0	0
AT4G06460	0	0	0	0	0	0	0	0
AT4G06474	0	0	0	0	0	0	0	0
AT4G06477	4.83	0	0.09	0.07	1.31	0.31	0.08	0.74
AT4G06479	0	0	0	0	0	0	0	0
AT4G06480	0	0	0	0	0	0	0	0
AT4G06481	0	0	0	0	0	0	0	0
AT4G06482	0	0	0	0	0	0	0	0
AT4G06483	0	0	0	0	0	0	0	0
AT4G06484	0	0	0	0	0	0	0	0
AT4G06485	0	0	0	0	0	0	0	0
AT4G06486	0	0	0	0	0	0	0	0
AT4G06487	0	0	0	0	0	0	0	0
AT4G06488	0	0	0	0	0	0	0	0
AT4G06489	0	0	0	0	0	0	0	0
AT4G06490	0	0	0	0	0	0	0	0
AT4G06491	0	0	0	0	0	0	0	0
AT4G06492	0	0	0	0	0	0	0	0
AT4G06493	0	0	0	0	0	0	0	0
AT4G06494	0	0	0	0	0	0	0	0
AT4G06495	0	0	0	0	0	0	0	0
AT4G06496	0	0	0	0	0	0	0	0
AT4G06497	0	0	0	0	0	0	0	0
AT4G06498	0	0	0	0	0	0	0	0
AT4G06499	0	0	0	0	0	0	0	0
AT4G06500	0	0	0	0	0	0	0	0
AT4G06501	0	0	0	0	0	0	0	0
AT4G06502	0	0	0	0	0	0	0	0
AT4G06503	0	0	0	0	0	0	0	0
AT4G06504	0	0	0	0	0	0	0	0
AT4G06505	0	0	0	0	0	0	0	0
AT4G06506	0	0	0	0	0	0	0	0
AT4G06507	0	0	0	0	0	0	0	0
AT4G06508	0	0	0	0	0	0	0	0
AT4G06509	0	0	0	0	0	0	0	0
AT4G06510	0	0	0	0	0	0	0	0
AT4G06511	0	0	0	0	0	0	0	0
AT4G06512	0	0	0	0	0	0	0	0
AT4G06513	0	0	0	0	0	0	0	0
AT4G06514	0	0	0	0	0	0	0	0
AT4G06515	0	0	0	0	0	0	0	0
AT4G06516	0	0	0	0	0	0	0	0
AT4G06517	0	0	0	0	0	0	0	0
AT4G06518	0	0	0	0	0	0	0	0
AT4G06519	0	0	0	0	0	0	0	0
AT4G06520	0	0	0	0	0	0	0	0
AT4G06521	0	0	0	0	0	0	0	0
AT4G06522	0	0	0	0	0	0	0	0
AT4G06523	0	0	0	0	0	0.13	0	0
AT4G06524	0	0	0	0	0	0	0	0
AT4G06525	0	0	0	0.05	0	0	0	0
AT4G06526	0	0	0	0	0	0	0	0
AT4G06527	0	0	0	0	0	0	0	0
AT4G06528	0	0	0	0	0	0	0	0
AT4G06529	0	0	0	0	0.14	0	0	0
AT4G06530	0	0	0	0	0	0	0	0
AT4G06531	0	0	0	0	0	0	0	0
AT4G06532	0	0	0	0	0	0	0	0
AT4G06533	0	0	0	0	0	0	0	0
AT4G06534	0	0	0	0	0	0	0	0
AT4G06535	0	0	0	0	0	0	0	0
AT4G06536	0	0	0	0.38	0	0	0	0
AT4G06537	0	0	0	0	0	0	0	0
AT4G06538	0	0	0	0	0	0	0	0
AT4G06539	0	0	0	0	0	0	0	0
AT4G06540	0	0	0	0	0	0	0	0
AT4G06541	0	0	0	0	0	0	0	0
AT4G06542	0	0	0	0	0	0	0	0
AT4G06543	0	0	0	0	0	0	0	0
AT4G06544	0	0	0	0	0	0	0	0
AT4G06545	0	0	0	0	0	0	0	0
AT4G06546	0	0	0	0	0	0	0	0
AT4G06547	0	0	0	0	0	0	0	0
AT4G06548	0	0	0	0	0	0	0	0
AT4G06549	0	0	0	0	0	0	0	0
AT4G06550	0	0	0	0	0	0	0	0
AT4G06551	0	0	0	0	0	0	0	0
AT4G06552	0	0	0	0	0	0	0	0
AT4G06553	0	0	0	0	0	0	0	0
AT4G06554	0	0	0	0	0	0	0	0
AT4G06555	0	0	0	0	0	0	0	0
AT4G06556	0	0	0	0	0	0	0	0
AT4G06557	0	0	0	0	0	0	0	0
AT4G06558	0	0	0	0	0	0	0	0
AT4G06559	0	0	0	0	0	0	0	0
AT4G06560	0.2	0	0	0	0	0	0	0
AT4G06561	0	0	0	0	0	0	0	0
AT4G06562	0	0	0	0	0	0	0	0
AT4G06563	0	0	0	0	0	0	0	0
AT4G06564	0	0	0	0	0	0	0	0
AT4G06565	0	0	0	0	0	0	0	0
AT4G06566	0	0	0	0	0	0	0	0
AT4G06567	0	0	0	0	0	0	0	0
AT4G06568	0	0	0	0	0	0	0	0
AT4G06569	0	0	0	0	0	0	0	0
AT4G06570	0	0	0	0	0	0	0	0
AT4G06571	0	0	0	0	0	0	0	0
AT4G06572	0	0	0	0	0	0	0	0
AT4G06573	0	0	0	0	0	0	0	0
AT4G06574	0.27	0	0	0	0	0	0	0
AT4G06575	0	0	0	0	0	0	0	0
AT4G06576	0	0	0	0	0	0	0	0
AT4G06577	0	0	0	0	0	0	0	0
AT4G06578	0	0	0	0	0	0	0	0
AT4G06579	0.22	0	0	0.1	0	0	0	0
AT4G06580	0	0	0	0	0	0	0	0
AT4G06581	0	0	0	0	0	0	0	0
AT4G06582	0	0	0	0	0	0	0	0.08
AT4G06583	0	0	0	0	0	0	0	0
AT4G06584	0.04	0	0	0	0	0	0	0
AT4G06585	0	0	0	0	0	0	0	0
AT4G06586	0	0	0	0	0	0	0	0
AT4G06587	0	0	0	0	0	0	0	0
AT4G06588	0	0	0	0	0	0	0	0
AT4G06589	0	0	0	0	0	0	0	0
AT4G06590	0	0	0	0	0	0	0	0
AT4G06591	0	0	0	0	0	0	0	0
AT4G06592	0	0	0	0	0	0	0	0
AT4G06593	0	0	0	0	0	0	0	0
AT4G06594	0	0	0	0	0	0	0	0
AT4G06595	0	0	0	0	0	0	0	0
AT4G06596	0	0	0	0	0	0	0	0.13
AT4G06597	0.05	0	0	0	0	0	0	0
AT4G06598	0	0	0	0	0	0	0.88	0
AT4G06599	22	26.55	30.3	31.56	28.74	26.65	28.68	24.18
AT4G06600	0	0	0	0	0	0	0	0
AT4G06601	0	0	0	0	0	0	0	0
AT4G06602	0	0	0	0	0	0	0	0
AT4G06603	0	0.13	0	0	0	0	0	0
AT4G06604	0	0	0	0	0	0	0	0
AT4G06605	0	0	0	0	0	0	0	0
AT4G06606	0	0	0	0	0	0	0	0
AT4G06607	0	0	0	0	0	0	0	0
AT4G06608	0	0	0	0	0	0	0	0
AT4G06609	0	0	0	0	0	0	0	0
AT4G06610	0	0	0	0	0	0	0	0
AT4G06611	0	0	0	0	0	0	0	0
AT4G06612	0	0	0	0	0	0	0	0
AT4G06613	0	0	0	0	0	0	0	0
AT4G06614	0	0	0	0	0	0	0	0
AT4G06615	0	0	0	0	0	0	0	0
AT4G06616	0	0	0	0	0	0	0	0
AT4G06617	0	0	0	0	0	0	0	0
AT4G06618	0	0	0	0	0	0	0	0
AT4G06619	0	0	0	0	0	0	0	0
AT4G06620	0	0	0	0	0	0	0	0
AT4G06621	0.19	0	0	0	0	0	0	0
AT4G06622	0	0	0	0	0	0	0	0
AT4G06623	0	0	0	0	0	0	0	0
AT4G06624	0	0	0	0	0	0	0	0
AT4G06625	0	0	0	0	0	0	0	0
AT4G06626	0	0	0	0	0	0	0	0
AT4G06627	0	0	0	0	0	0	0	0
AT4G06628	0	0	0	0	0	0	0	0
AT4G06629	0	0	0	0	0	0	0	0
AT4G06630	0	0	0	0	0	0.07	0	0
AT4G06631	0	0	0	0	0	0	0	0
AT4G06632	0	0	0	0	0	0	0	0
AT4G06633	0	0	0	0	0	0	0	0
AT4G06634	13.65	18.39	10.9	10.68	13.66	13.76	4.4	11.39
AT4G06635	0	0	0	0	0	0	0	0
AT4G06636	0	0	0	0	0	0	0	0
AT4G06637	0	0	0	0	0	0	0	0
AT4G06638	0	0	0	0	0	0	0	0
AT4G06639	0	0	0	0	0	0	0	0
AT4G06640	0	0	0	0	0	0	0	0
AT4G06641	4.61	0	12.13	16.77	0	0	4.46	2.11
AT4G06642	0	0	0	0	0	0	0	0
AT4G06643	5.45	3.72	9.05	16.85	5.26	6.08	18.15	10.15
AT4G06644	0	0	0	0	0.01	0	0	0.03
AT4G06646	0	0	0	0	0	0	0	0
AT4G06648	0	0	0	0	0	0	0	0
AT4G06650	0	0	0	0.04	0	0	0	0
AT4G06652	0	0	0	0	0	0	0	0
AT4G06654	0	0	0	0	0	0	0	0
AT4G06655	0	0	0	0	0	0	0	0
AT4G06656	0	0	0	0	0	0	0	0
AT4G06658	0	0	0	0	0	0	0	0
AT4G06660	0	0	0	0	0	0	0	0
AT4G06664	0	0	0	0	0	0.12	0	0
AT4G06665	3.82	0	0	0	0	2.6	0.27	2.3
AT4G06666	0	0	0	0	0	0	0	0
AT4G06668	0	0	0	0	0	0	0	0
AT4G06670	0	0	0.05	0.02	0	0	0	0
AT4G06672	0	0	0	0	0	0	0	0
AT4G06674	0	0	0	0	0	0	0	0
AT4G06675	0	0	0	0	0	0	0	0
AT4G06676	5.49	5.45	3.84	3.22	2.45	8.14	3.13	6.08
AT4G06678	0	0	0	0	0	0	0	0
AT4G06680	2.65	0	0	0	0	0	0	0.27
AT4G06682	0	0	0	0	0	0	0	0
AT4G06684	0	0	0	0	0	0	0	0
AT4G06685	0	0	0	0	0	0	0	0
AT4G06686	0	0	0	0	0	0	0	0
AT4G06688	0	0	0	0	0	0	0	0
AT4G06692	0	0	0	0	0	0	0	0
AT4G06694	0	0	0	0	0	0	0	0
AT4G06695	7.3	0	3.61	2.27	0	2.07	5.57	0.64
AT4G06696	0	0	0	0	0	0	0	0
AT4G06697	0	0	0	0	0	0	0	0
AT4G06698	0	0	0	0	0	0	0	0
AT4G06699	0	0	0	0	0	0	0	0
AT4G06700	0	0	0	0	0.29	0	0	0
AT4G06701	4.32	2.9	2.18	2.17	0	1.91	1.79	4.42
AT4G06702	0	0	0	0	0	0	0	0
AT4G06704	0	0	0	0	0	0	0	0
AT4G06705	1.88	4.75	5.02	6.02	0	0	7.53	3.35
AT4G06708	0	0	0	0	0	0	0	0
AT4G06710	0	0	0	0	0	0	0	0
AT4G06712	0	0	0	0	0	0	0	0
AT4G06714	0	0	0	0.12	0	0	0	0
AT4G06715	0	0	0	0	0	0	0	0
AT4G06716	0	0	0	0.63	4.38	0	0.74	1.75
AT4G06718	0	0	0	0	0	0	0	0
AT4G06720	0	0	0	0	0	0	0	0
AT4G06722	0	0	0	0	0	0	0	0
AT4G06724	0	0	0	0	0	0	0	0
AT4G06725	0	0	0	0	0	0	0	0
AT4G06726	0	0	0	0	0	0	0	0
AT4G06728	0	0	0	0	0	0	0	0
AT4G06730	0	0	0	0	0	0	0	0.33
AT4G06732	0	0	0	0	0	0	0	0
AT4G06734	0	0	0	0	0	0	0	0
AT4G06735	0	0	0	0	0	0	0	0
AT4G06736	0	0	0	0	0	0	0	0
AT4G06738	0	0	0	0	0	0	0	0
AT4G06742	0.24	0	0.1	0.08	0	0.1	0	0.09
AT4G06744	0	0	0.37	1.53	0	0	0	0
AT4G06745	0	0	0	0	0	0	0	0
AT4G06746	0.44	0	0	0	0	0.23	0	0
AT4G06748	0	0	0	0	0	0	0	0
AT4G06750	0.13	0	0	0	0	0	0	0
AT4G06752	0	0	0	0	0	0	0	0
AT4G06755	0	0	0	0	0	0	0	0
AT4G06760	0	0	0	0.21	0	0	0	0
AT4G06765	0	0	0	0	0	0	0	0
AT4G06770	0	0	0	0.42	0	0	0	0
AT4G06775	0	0	0	0	0	0	0	0.55
AT4G06780	3.44	0	0	0.97	3.42	3.76	0	1.74
AT4G06785	0	0	0	0	0	0	0	0
AT4G06790	0	0	1.7	0	0	0	0	0
AT4G06795	2.08	0	1.93	3.96	0.39	0	1.39	0.37
AT4G06800	81.39	16.39	1.82	2.76	28.64	86.09	0	13.67
AT4G06805	0	0	0	0	0	0	0	0
AT4G06810	11.2	12.56	1.5	3.45	22.58	10.08	0.58	3.42
AT4G06815	0	0	0	0	0	0	0	0
AT4G06820	0	0	0	0	0	0	0	0
AT4G06825	0	0	0	0	0	0	0	0
AT4G06830	0	0	0	0	0	0	0	0
AT4G06835	0	0	0	0	0	0.85	1.48	0
AT4G06845	0	0	0	0	0	0	0	0
AT4G06850	0	0	0	0	0	0	0	0
AT4G06855	0	0	0	0	0	0	0	0
AT4G06860	0	0	0	0	0	0	0	0
AT4G06865	0	0	0	0	0	0	0	0
AT4G06870	7.09	0	0	0	0	0	3.19	2.7
AT4G06875	1.15	0	0.46	0	0.54	0	0	0
AT4G06880	9.32	1.24	1.98	2.59	3.71	5.1	3.04	4.5
AT4G06885	0	0	0	0	0	0	0	0
AT4G06890	0	0	0	0	0	0	0	0
AT4G06895	0	0	0	0	0	0	0	0
AT4G06900	1.41	0	0	0	0	0	0	0.32
AT4G06905	0	0	0	0	0	0	0	0
AT4G06910	0	0	0	0	0	0	0	0
AT4G06915	0	0	0	0	0	0	0	0
AT4G06920	0	0	0	0	0	0	0	0
AT4G06925	0	0	0	0	0	0	0	0
AT4G06930	0	0	0	0	0	0	0	0
AT4G06935	0	0	0	0	0	0	0.28	0
AT4G06945	1.96	0	0	1.95	1.85	0	0	0
AT4G06950	0	0	0	0	0	0	0	0
AT4G06955	0	0	0	0	0	2.46	0	0
AT4G06960	0	0	0	0	0	0	0	0
AT4G06965	0	0	0	0	0	1.07	0	0
AT4G06970	0	0	0	0	0	0	0	0
AT4G06975	0	0	0	0	0	0	0	0
AT4G06980	6.77	1.42	0	1.49	0	5.86	0	5.17
AT4G06985	0	0	0	0	0	0	0	0
AT4G06990	0	0	0	0	0	0	0	0
AT4G06995	2.67	2.84	0.27	3.82	6.39	0.31	2.15	2.97
AT4G07000	0	0	0	0	0	0	0	0
AT4G07005	0	0	0	0	0	0	0	0
AT4G07010	0	0	0	0	0	0	0	0
AT4G07015	0	0	0	0	0	0	0	1.95
AT4G07020	0	0	0	0	0	0	0	0
AT4G07025	0	0	0	0	0	0	0	0
AT4G07030	0	0	0	0	0	0	0	0
AT4G07031	0	0	0	0	0	0	0	0
AT4G07040	0	0	0.44	0.36	0	0	0	0
AT4G07045	0	0	0	0	0	0	0	0
AT4G07050	0	0	0	0	0	0	0	0
AT4G07055	0	0	0	0	0	0	0	0
AT4G07060	0	0	0	0	0	0	0	0
AT4G07065	0	0	0	0	0	0	0	0
AT4G07070	33.44	41.58	18.16	17.67	57.64	41.58	15.99	21.28
AT4G07075	5.65	1.1	13.98	8.99	0	0	6.44	3.03
AT4G07080	4.28	13.68	9.27	17.2	8.3	22.86	0	8.08
AT4G07085	1.69	3.19	0	0.56	0	0.88	0	2.32
AT4G07090	0	0	0	0	0	0	0	0
AT4G07095	0	0	0	0	0	0.47	0	0
AT4G07100	0	2.68	0.87	0.5	0	3.27	0	0
AT4G07105	0	0	0	0	0	0	0	0
AT4G07110	0	0	0	0	0	0	0	0
AT4G07115	0	0	0	0	0	0	0	0
AT4G07120	0	0	0.49	2.32	60.32	0	0	82.55
AT4G07125	0	0	0	0	0	0	0	0
AT4G07130	0	0	0	0	0	0	0	0
AT4G07135	0	0	0	0	0	0	0	0
AT4G07145	0	33.34	0	0	0	0	0	5.9
AT4G07150	0	0	0	0	0.53	0	0	0
AT4G07160	0	0	0	0	0	0	0	0
AT4G07165	0	0	0	0	0	0	0	0
AT4G07170	13.2	4.16	1.78	10.19	1.04	1.14	6.82	4.03
AT4G07175	0	0	0	0	0	0	0	0
AT4G07180	0	0	0	0	0	0	0	0
AT4G07185	0	0	0	0	0	0	0	0
AT4G07190	14.62	10.27	1.57	2.82	7.7	10.51	4.02	15.27
AT4G07195	0	0	0	0	0	0	0	0
AT4G07200	0	0.63	0	0	0	0	0	0
AT4G07205	0	0	0	0	0	0	0	0
AT4G07210	0	0	0	0	0	0	0	0
AT4G07215	0	0	0	0	0	1.34	0	0
AT4G07220	0	0	0	0	0	0	0	0
AT4G07225	0	0	0	0	0	0	0	0
AT4G07230	0	0	0	0	0	0	0	0
AT4G07235	0	0	0	0	0	0	0	0
AT4G07240	0	0	0	0	0	0	0	1.19
AT4G07245	0	0	0	0	0	0	0	0
AT4G07250	0	0	0	0	0	2.44	0	0
AT4G07255	0	0	0	0	0	0	0	0
AT4G07260	0	0	0	0	0	0	0	0
AT4G07265	0	1.33	0	0	0	0	0	0.97
AT4G07270	1.72	1.09	0	0.57	4.07	0.89	2.67	3.16
AT4G07275	0	0	0	0	0	0	0	0
AT4G07280	0	0	0	0	0	0	0	0
AT4G07285	0	0	0	0	0	0	0	0
AT4G07290	0	0	0	0	0	0	0	0
AT4G07295	0	0	0	0	0	0	0	0
AT4G07300	0	0	0	0	0	0	0	0
AT4G07305	0	0	0	0	0	0	0	0
AT4G07310	0	0	0	0	0	0	0	0
AT4G07315	0	0	0	0	0.05	0	0	0
AT4G07320	0	0	0	0	0	0	0	0
AT4G07324	0	0	0	0	0	0	0	0
AT4G07325	0	0	0	0	0	0	0	0
AT4G07327	0	0	0	0	0	0	0	0
AT4G07330	0	0	0	0	0	0	0	0
AT4G07331	0	0	0	0	0	0	0	0
AT4G07332	0	0	0	0	0	0	0	0
AT4G07334	0.68	0	0	0	0.14	0	0.04	0
AT4G07335	0	0	0	0	0	0	0	0
AT4G07336	0	0	0	0	0	0	0	0
AT4G07338	0	0	0	0	0	0	0	0
AT4G07339	0	0	0	0	0	0	0	0
AT4G07340	0	0	0	0	0	0	0	0
AT4G07345	0	0	0	0	0	0	0	0
AT4G07350	0	0	0	0	0	0	0	0
AT4G07355	0	0	0	0	0	0	0	0
AT4G07360	0	0	0	0	0	0	0	0
AT4G07365	5.27	0	2.14	0	0	2.74	0	0
AT4G07370	0	0	0	0	0	0	0	0
AT4G07375	0	0	0	0	0	0	0	0
AT4G07380	0	0	0	0	0	0	0	0
AT4G07385	0	0	0	0	0	0	0	0
AT4G07390	21.04	20.8	27.75	27.85	20.62	24.37	32.44	22.66
AT4G07395	0	0	0	0	0	0	0	0
AT4G07400	0.24	2.74	2.44	3.5	3.54	0.75	2.06	5.2
AT4G07405	0	0	0	0	0	0	0	0
AT4G07408	0	0	0	0	0	0	0	0
AT4G07410	21.33	15.43	11.29	14.22	12.83	13.64	8.17	13.78
AT4G07415	0	0	0	0	0	0	0	0
AT4G07420	0	0	0	0	0	0	0	0
AT4G07425	0	0	0	0	0	0	0	0
AT4G07430	0	0	0	0	0	0	0	0
AT4G07435	0	0	0	0	0	0	0	0
AT4G07440	0	0	0	0	0	0	0	0
AT4G07445	0	0	0	0	0	0	0	0
AT4G07450	0	0	0	0	0	0	0	0
AT4G07452	0	0	0	0	0	0	0	0
AT4G07454	0	0	0	0	0	0	0	0
AT4G07455	9.39	19.02	15.29	9.44	23.8	16.61	26.07	39.32
AT4G07456	0	0	0	0	0	0	0	0
AT4G07458	0	0	0	0	0	0	0	0
AT4G07460	0	0	0	0	0	0	0	0
AT4G07465	0	0	0	0	0	0	0	0
AT4G07470	0	0	0	0	0	0	0	0
AT4G07475	0.59	0	0	0	0	0	0	0
AT4G07480	0	0	0	0	0	0	0	0
AT4G07485	0	0	0	0	0	0	0	0
AT4G07490	0	0	0	0	0	0	0	0
AT4G07491	0	0	0	0	0	0	0	0
AT4G07492	0	0	0	0	0	0	0	0
AT4G07493	0	0	0	0	0	0	0	0
AT4G07494	0	0	0	0	0	0	0	0
AT4G07495	0	0	0	0	0	0	0	0
AT4G07496	0	0	0	0	0	0	0	0
AT4G07498	0	0	0	0	0	0	0	0
AT4G07500	0	0	0	0	0	0	0	0
AT4G07502	0	0	0	0	0	0	0	0
AT4G07504	0	0	0	0	0	0	0	0
AT4G07505	0	0	0	0	0	0	0	0
AT4G07507	0	0	0	0.12	0	0	0	0.14
AT4G07510	0	0	0	0	0	0	0	0
AT4G07515	0	0	0	0	0	0	0	0
AT4G07516	0	0	0	0	0	0	0	0
AT4G07517	0	0	0	0	0	0	0	0
AT4G07518	0	0	0	0	0	0	0	0
AT4G07519	0	0	0	0	0	0	0	0
AT4G07520	0	0	0	0	0	0	0	0
AT4G07521	0	0	0	0	0	0	0	0
AT4G07522	0	0	0	0	0	0	0	0
AT4G07523	0	0	0	0	0	0	0	0
AT4G07524	0	0	0	0	0	0	0	0
AT4G07525	0	0	0	0	0	0	0	0
AT4G07526	0	0	0	0	0	0	0	0
AT4G07528	0	0	0	0	0	0	0	0
AT4G07530	0	0	0	0	0	0	0	0
AT4G07535	0	0	0	0	0	0	0	0
AT4G07540	0	0	0	0	0	0	0	0
AT4G07545	0	0	0	0	0	0	0	0
AT4G07550	0	0	0	0	0	0	0	0
AT4G07560	0	0	0	0	0	0	0	0
AT4G07563	0	0	0	0	0	0	0	0
AT4G07565	0	0	0	0	0	0	0	0
AT4G07566	0	0	0	0	0	0	0	0
AT4G07570	0	0	0	0	0	0	0	0
AT4G07575	0	0	0	0	0	0	0	0
AT4G07580	0	0	0	0	0	0	0	0
AT4G07583	0	0	0	0	0	0	0	0
AT4G07585	0	0	0	0	0	0	0	0
AT4G07586	0	0	0	0	0	0	0	0
AT4G07590	0	0	0	0	0	0	0	0
AT4G07595	0	0	0	0	0	0	0	0
AT4G07600	0	0	0	0	0	0	0	0
AT4G07605	0	0	0	0	0	0	0	0
AT4G07620	0	0	0	0	0	0	0	0
AT4G07625	31.77	22.23	11.56	2.36	30.01	3.67	2.73	0
AT4G07630	0	0	0	0	0	0	0	0
AT4G07635	0	0	3.75	0	25.84	0	0	0
AT4G07640	0	0	0	0	0	0	0	0
AT4G07645	0	0	0	0	0	0	0	0
AT4G07650	0	0	0	0	0	0	0	0
AT4G07655	0	0	0	0	0	0	0	0
AT4G07660	0	0	0	0	0	0	0	0
AT4G07662	0	0	0	0	0	0	0	0
AT4G07664	0	0	0	0	0	0	0	0
AT4G07665	0	0	0	0	0	0	0	0
AT4G07666	0	0	0	0	0	0	0	0
AT4G07668	0	0	0	0	0	0	0	0
AT4G07670	0	0	0	0	0	0	0	0
AT4G07675	0	0	0	0	0	0	0	0
AT4G07680	0.02	0	0	0	0	0	0	0
AT4G07685	0	0	0	0	0	0	0	0
AT4G07686	0	0	0	0	0	0	0	0
AT4G07688	0	0	0	0	0	0	0	0
AT4G07690	0	0	0	0	0	0	0	0
AT4G07693	0	0	0	0	0	0	0	0
AT4G07696	0.18	0	0	0	0	0	0	0
AT4G07699	0	0	0	0	0	0	0	0
AT4G07700	0	0	0	0	0	0	0	0
AT4G07703	0	0	0	0	0	0	0	0
AT4G07705	0	0	0	0.79	1.5	0	1.8	0
AT4G07706	0	0	0	0	0	0	0	0
AT4G07713	0	0	0	0	0	0	0	0
AT4G07715	0	0	0	0	0	2.11	0	0
AT4G07720	0	0	0	0	0	0	0	0
AT4G07725	0	0	0	0	0	0	0	0
AT4G07730	0	0	0	0	0	0	0	0
AT4G07733	0	0	0	0	0	0	0	0
AT4G07735	0	0	0	0	0	0	0	0
AT4G07736	0	0	0	0	0	0	0	0
AT4G07738	0	0	0	0	0	0	0	0
AT4G07740	0	0	0	0	0	0	0	0
AT4G07742	0	0	0	0	0	0	0	0
AT4G07744	0	0	0	0	0	0	0	0
AT4G07745	0	0	0	0	0	0	0	0
AT4G07747	0	0	0	0	0	0	0	0
AT4G07750	0	0	0	0	0	0	0	0
AT4G07755	0	0	0	0	0	0	0	0
AT4G07760	0	0	0	0	0	0	0	0
AT4G07765	0	0	0	0	0	0	0	0
AT4G07770	0	0	0	0	0	0	0	0
AT4G07775	0	0	0	0	0	0	0	0
AT4G07780	0	0	0	0	0	0	0	0
AT4G07785	0	0	0	0	0	0	0	0
AT4G07790	0	0	0	0	0	0	0	0
AT4G07795	0	0	0	0	0	0	0	0
AT4G07800	0	0	0	0	0	0	0	0
AT4G07803	0	0	0	0	0	0	0	0
AT4G07805	0	0	0	0	0	0	0	0
AT4G07806	0	0	0	0	0	0	0	0
AT4G07810	0	0	0	0	0	0	0	0
AT4G07812	0	0	0.36	0.29	0	0	0	0.41
AT4G07815	0	0	5.69	2.58	0	0	0	0.72
AT4G07820	0	0	0	0	0	0	0	0
AT4G07825	5.38	9.04	3.62	6.2	1.55	2.79	4.17	3.7
AT4G07830	0	0	0	0	0	0	0	0
AT4G07835	0	0	0	2.56	11.88	4.02	2.25	2.66
AT4G07840	0	0	0	0	0	0	0	0
AT4G07841	0	0	0	0	0	0	0	0
AT4G07843	0	0	0	0	0	0	0	0
AT4G07845	0	0	0	0	0	0	0	0
AT4G07846	0	0	0	0	0	0	0	0
AT4G07850	0	0	0	0	0	0	0	0
AT4G07855	0	0	0	1.73	2.14	0	318.94	1.45
AT4G07856	0	0	0	0	0	0	0	0
AT4G07862	0	0	0	0	0	0	0	0
AT4G07865	0	0	0	0	0	0	0	0
AT4G07868	0	0	0	0.17	0	0.53	0.2	0
AT4G07869	0	0	0	0	0	0	0	0
AT4G07874	0	0	0	0	0	0	0	0
AT4G07875	0	34.55	0.34	0	52.32	0	0	77.46
AT4G07890	0	0	0	0	0	0	0	0
AT4G07893	0	0	0	0	0	0	0	0
AT4G07895	0	0	0	0	0	0	0	0
AT4G07896	0	0	0	0	0	0	0	0
AT4G07905	0	0	0	0	0	0	0	0
AT4G07915	0	0	0	0	0	0	0	0
AT4G07917	0	0	0	0	0	0	0	0
AT4G07920	0	0	0	0	0	0	0	0
AT4G07925	4.94	0	0.57	0	0	0	0	0
AT4G07931	0	0	0	0	0	0	0	0
AT4G07932	0	0	0	0	0	0	0	0
AT4G07933	0	0	0	0	0	0	0	0
AT4G07934	0	0	0	0	0	0	0	0
AT4G07935	0	0	0	0	0	0	0	0
AT4G07936	0	0	0	0	0	0	0	0
AT4G07937	0	0	0	0	0	0	0	0
AT4G07938	0	0	0	0	0	0	0	0
AT4G07939	0	0	0	0	0	0	0	0
AT4G07940	7.45	13.94	1.32	2.08	0.34	3.83	3.79	3.5
AT4G07941	0	0	0	0	0	0	0	0
AT4G07942	0	0	0	0	0	0	0	0
AT4G07943	0	0	0	0	0	0	0	0
AT4G07944	0	0	0	0	0	0	0	0
AT4G07945	2.14	0.18	0.41	0.09	0.54	0	0.48	0.49
AT4G07946	0	0	0	0	0	0	0	0
AT4G07947	0	0	0	0	0	0	0	0
AT4G07950	83.89	85.43	76.31	75.65	94.36	80.74	80.64	86.64
AT4G07955	0	0	0	0	0	0	0	0
